Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.16    0.15 10309129/10309129     synth::onGetData(sf::SoundStream::Chunk&) [5]
[9]      3.6    0.16    0.15 10309129         channel::get(double, int, double) [9]
                0.11    0.00 2061740/2061740     channel::getSquare(double, double) [10]
                0.02    0.00 1030852/1030852     channel::getNoise() [19]
                0.00    0.01 1030961/1030961     channel::getRSaw(double, double) [23]
                0.01    0.00 3092294/5154313     channel::getSine(double, double) [21]
-----------------------------------------------
                0.11    0.00 2061740/2061740     channel::get(double, int, double) [9]
[10]     1.3    0.11    0.00 2061740         channel::getSquare(double, double) [10]
                0.00    0.00 2062019/5154313     channel::getSine(double, double) [21]
-----------------------------------------------
                0.11    0.00 5153429/5153429     synth::onGetData(sf::SoundStream::Chunk&) [5]
[11]     1.3    0.11    0.00 5153429         filter::getFiltered(double) [11]
-----------------------------------------------
                0.07    0.00 5154195/5154195     synth::onGetData(sf::SoundStream::Chunk&) [5]
[12]     0.8    0.07    0.00 5154195         std::isnan(double) [12]
-----------------------------------------------
                0.06    0.00 5154483/5154483     synth::onGetData(sf::SoundStream::Chunk&) [5]
[13]     0.6    0.06    0.00 5154483         decode::getSubVolume(int) [13]
-----------------------------------------------
                0.04    0.00 5153322/5153322     synth::onGetData(sf::SoundStream::Chunk&) [5]
[14]     0.5    0.04    0.00 5153322         decode::getVolume(int) [14]
-----------------------------------------------
                0.03    0.00 5154489/5154489     synth::onGetData(sf::SoundStream::Chunk&) [5]
[15]     0.4    0.03    0.00 5154489         decode::isStriked(int) [15]
-----------------------------------------------
                0.03    0.00 5154015/5154015     synth::onGetData(sf::SoundStream::Chunk&) [5]
[16]     0.4    0.03    0.00 5154015         decode::getWaveform(int) [16]
-----------------------------------------------
                0.03    0.00 5153087/5153087     synth::onGetData(sf::SoundStream::Chunk&) [5]
[17]     0.3    0.03    0.00 5153087         decode::getSubWaveform(int) [17]
-----------------------------------------------
                0.02    0.00 5154724/5154724     synth::onGetData(sf::SoundStream::Chunk&) [5]
[18]     0.2    0.02    0.00 5154724         effect::getEffect(double) [18]
-----------------------------------------------
                0.02    0.00 1030852/1030852     channel::get(double, int, double) [9]
[19]     0.2    0.02    0.00 1030852         channel::getNoise() [19]
-----------------------------------------------
                0.00    0.00      18/491111      element::~element() [27]
                0.01    0.01  491093/491111      oscilloscope::draw(sf::RenderWindow*) [3]
[20]     0.2    0.01    0.01  491111         sf::Sprite::~Sprite() [20]
                0.01    0.00  491118/491145      sf::Drawable::~Drawable() [25]
-----------------------------------------------
                0.00    0.00 2062019/5154313     channel::getSquare(double, double) [10]
                0.01    0.00 3092294/5154313     channel::get(double, int, double) [9]
[21]     0.1    0.01    0.00 5154313         channel::getSine(double, double) [21]
-----------------------------------------------
                0.01    0.00 5153347/5153347     synth::onGetData(sf::SoundStream::Chunk&) [5]
[22]     0.1    0.01    0.00 5153347         decode::isfreqModulated(int) [22]
-----------------------------------------------
                0.00    0.01 1030961/1030961     channel::get(double, int, double) [9]
[23]     0.1    0.00    0.01 1030961         channel::getRSaw(double, double) [23]
                0.01    0.00 1030954/1030954     channel::getSaw(double, double) [24]
-----------------------------------------------
                0.01    0.00 1030954/1030954     channel::getRSaw(double, double) [23]
[24]     0.1    0.01    0.00 1030954         channel::getSaw(double, double) [24]
-----------------------------------------------
                0.00    0.00       9/491145      sf::Text::~Text() [29]
                0.00    0.00      18/491145      sf::VertexArray::~VertexArray() [30]
                0.01    0.00  491118/491145      sf::Sprite::~Sprite() [20]
[25]     0.1    0.01    0.00  491145         sf::Drawable::~Drawable() [25]
-----------------------------------------------
                                                 <spontaneous>
[26]     0.1    0.01    0.00                 non-virtual thunk to sf::Text::~Text() [26]
-----------------------------------------------
                0.00    0.00       9/9           collection::~collection() [28]
[27]     0.0    0.00    0.00       9         element::~element() [27]
                0.00    0.00      18/491111      sf::Sprite::~Sprite() [20]
                0.00    0.00       9/9           sf::Text::~Text() [29]
                0.00    0.00       9/55          sf::String::~String() [66]
-----------------------------------------------
                                                 <spontaneous>
[28]     0.0    0.00    0.00                 collection::~collection() [28]
                0.00    0.00       9/9           element::~element() [27]
                0.00    0.00      18/826933      std::vector<element*, std::allocator<element*> >::operator[](unsigned long) [38]
                0.00    0.00       9/23          std::vector<element*, std::allocator<element*> >::begin() [75]
                0.00    0.00       9/27          __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::operator+(long) const [74]
                0.00    0.00       9/9           __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >::__normal_iterator<element**>(__gnu_cxx::__normal_iterator<element**, __gnu_cxx::__enable_if<std::__are_same<element**, element**>::__value, std::vector<element*, std::allocator<element*> > >::__type> const&) [118]
                0.00    0.00       9/9           std::vector<element*, std::allocator<element*> >::erase(__gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >) [123]
                0.00    0.00       1/909595      std::vector<element*, std::allocator<element*> >::size() const [37]
                0.00    0.00       1/1           std::vector<element*, std::allocator<element*> >::~vector() [216]
-----------------------------------------------
                0.00    0.00       9/9           element::~element() [27]
[29]     0.0    0.00    0.00       9         sf::Text::~Text() [29]
                0.00    0.00      18/18          sf::VertexArray::~VertexArray() [30]
                0.00    0.00       9/491145      sf::Drawable::~Drawable() [25]
                0.00    0.00       9/55          sf::String::~String() [66]
-----------------------------------------------
                0.00    0.00      18/18          sf::Text::~Text() [29]
[30]     0.0    0.00    0.00      18         sf::VertexArray::~VertexArray() [30]
                0.00    0.00      18/491145      sf::Drawable::~Drawable() [25]
                0.00    0.00      18/18          std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector() [84]
-----------------------------------------------
                0.00    0.00 5152677/5152677     synth::onGetData(sf::SoundStream::Chunk&) [5]
[36]     0.0    0.00    0.00 5152677         envelope::getCurrentTime(int, double) [36]
-----------------------------------------------
                0.00    0.00       1/909595      collection::~collection() [28]
                0.00    0.00      20/909595      std::vector<element*, std::allocator<element*> >::_M_check_len(unsigned long, char const*) const [144]
                0.00    0.00      94/909595      collection::find(int) [92]
                0.00    0.00    9197/909595      collection::triggerMoveElement(sf::RenderWindow*, float) [49]
                0.00    0.00  900283/909595      collection::drawAll(sf::RenderWindow*) [2]
[37]     0.0    0.00    0.00  909595         std::vector<element*, std::allocator<element*> >::size() const [37]
-----------------------------------------------
                0.00    0.00      11/826933      collection::getPtrbyIDX(int) [91]
                0.00    0.00      18/826933      collection::~collection() [28]
                0.00    0.00      94/826933      collection::find(int) [92]
                0.00    0.00    8364/826933      collection::triggerMoveElement(sf::RenderWindow*, float) [49]
                0.00    0.00  818446/826933      collection::drawAll(sf::RenderWindow*) [2]
[38]     0.0    0.00    0.00  826933         std::vector<element*, std::allocator<element*> >::operator[](unsigned long) [38]
-----------------------------------------------
                0.00    0.00   81837/163688      knob::draw(sf::RenderWindow*) [43]
                0.00    0.00   81851/163688      button::draw(sf::RenderWindow*) [41]
[39]     0.0    0.00    0.00  163688         element::drawLabel(sf::RenderWindow*) [39]
-----------------------------------------------
                0.00    0.00   81968/81968       collection::drawAll(sf::RenderWindow*) [2]
[40]     0.0    0.00    0.00   81968         slider::draw(sf::RenderWindow*) [40]
-----------------------------------------------
                0.00    0.00   81957/81957       collection::drawAll(sf::RenderWindow*) [2]
[41]     0.0    0.00    0.00   81957         button::draw(sf::RenderWindow*) [41]
                0.00    0.00   81947/81947       element::drawSprite(sf::RenderWindow*) [42]
                0.00    0.00   81851/163688      element::drawLabel(sf::RenderWindow*) [39]
-----------------------------------------------
                0.00    0.00   81947/81947       button::draw(sf::RenderWindow*) [41]
[42]     0.0    0.00    0.00   81947         element::drawSprite(sf::RenderWindow*) [42]
-----------------------------------------------
                0.00    0.00   81900/81900       collection::drawAll(sf::RenderWindow*) [2]
[43]     0.0    0.00    0.00   81900         knob::draw(sf::RenderWindow*) [43]
                0.00    0.00   81837/163688      element::drawLabel(sf::RenderWindow*) [39]
-----------------------------------------------
                0.00    0.00   81900/81900       collection::drawAll(sf::RenderWindow*) [2]
[44]     0.0    0.00    0.00   81900         label::draw(sf::RenderWindow*) [44]
-----------------------------------------------
                0.00    0.00    6706/6706        collection::triggerMoveElement(sf::RenderWindow*, float) [49]
[45]     0.0    0.00    0.00    6706         element::moveAction(float, sf::RenderWindow*) [45]
                0.00    0.00    6698/6698        element::performAction(void (*)(int, float), float) [46]
-----------------------------------------------
                0.00    0.00    6698/6698        element::moveAction(float, sf::RenderWindow*) [45]
[46]     0.0    0.00    0.00    6698         element::performAction(void (*)(int, float), float) [46]
-----------------------------------------------
                0.00    0.00       1/1665        knob::knob(int, int, sf::String, int, int) [186]
                0.00    0.00       1/1665        slider::slider(int, int, sf::String, int, int) [198]
                0.00    0.00     829/1665        knob::moveAction(float, sf::RenderWindow*) [51]
                0.00    0.00     834/1665        slider::moveAction(float, sf::RenderWindow*) [50]
[47]     0.0    0.00    0.00    1665         sf::Vector2<int>::Vector2() [47]
-----------------------------------------------
                0.00    0.00     857/857         main [1]
[48]     0.0    0.00    0.00     857         collection::triggerEvents(sf::RenderWindow*, sf::Event) [48]
                0.00    0.00     839/839         collection::triggerMoveElement(sf::RenderWindow*, float) [49]
-----------------------------------------------
                0.00    0.00     839/839         collection::triggerEvents(sf::RenderWindow*, sf::Event) [48]
[49]     0.0    0.00    0.00     839         collection::triggerMoveElement(sf::RenderWindow*, float) [49]
                0.00    0.00    9197/909595      std::vector<element*, std::allocator<element*> >::size() const [37]
                0.00    0.00    8364/826933      std::vector<element*, std::allocator<element*> >::operator[](unsigned long) [38]
                0.00    0.00    6706/6706        element::moveAction(float, sf::RenderWindow*) [45]
                0.00    0.00     831/831         slider::moveAction(float, sf::RenderWindow*) [50]
                0.00    0.00     830/830         knob::moveAction(float, sf::RenderWindow*) [51]
-----------------------------------------------
                0.00    0.00     831/831         collection::triggerMoveElement(sf::RenderWindow*, float) [49]
[50]     0.0    0.00    0.00     831         slider::moveAction(float, sf::RenderWindow*) [50]
                0.00    0.00     834/1665        sf::Vector2<int>::Vector2() [47]
-----------------------------------------------
                0.00    0.00     830/830         collection::triggerMoveElement(sf::RenderWindow*, float) [49]
[51]     0.0    0.00    0.00     830         knob::moveAction(float, sf::RenderWindow*) [51]
                0.00    0.00     829/1665        sf::Vector2<int>::Vector2() [47]
-----------------------------------------------
                0.00    0.00     391/391         synth::onGetData(sf::SoundStream::Chunk&) [5]
[52]     0.0    0.00    0.00     391         envelope::trigger(int, double) [52]
-----------------------------------------------
                0.00    0.00      46/105         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_destroy(unsigned long) [70]
                0.00    0.00      59/105         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_is_local() const [57]
[53]     0.0    0.00    0.00     105         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_data() const [53]
-----------------------------------------------
                0.00    0.00      94/94          collection::find(int) [92]
[54]     0.0    0.00    0.00      94         element::getID() [54]
-----------------------------------------------
                0.00    0.00      14/64          std::vector<element*, std::allocator<element*> >::end() [88]
                0.00    0.00      23/64          std::vector<element*, std::allocator<element*> >::begin() [75]
                0.00    0.00      27/64          __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::operator+(long) const [74]
[55]     0.0    0.00    0.00      64         __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::__normal_iterator(element** const&) [55]
-----------------------------------------------
                0.00    0.00      59/59          std::allocator<unsigned int>::~allocator() [59]
[56]     0.0    0.00    0.00      59         __gnu_cxx::new_allocator<unsigned int>::~new_allocator() [56]
-----------------------------------------------
                0.00    0.00      59/59          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_dispose() [61]
[57]     0.0    0.00    0.00      59         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_is_local() const [57]
                0.00    0.00      59/105         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_data() const [53]
                0.00    0.00      59/59          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_local_data() const [58]
-----------------------------------------------
                0.00    0.00      59/59          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_is_local() const [57]
[58]     0.0    0.00    0.00      59         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_local_data() const [58]
                0.00    0.00      59/59          std::pointer_traits<unsigned int const*>::pointer_to(unsigned int const&) [60]
-----------------------------------------------
                0.00    0.00      59/59          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_Alloc_hider::~_Alloc_hider() [62]
[59]     0.0    0.00    0.00      59         std::allocator<unsigned int>::~allocator() [59]
                0.00    0.00      59/59          __gnu_cxx::new_allocator<unsigned int>::~new_allocator() [56]
-----------------------------------------------
                0.00    0.00      59/59          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_local_data() const [58]
[60]     0.0    0.00    0.00      59         std::pointer_traits<unsigned int const*>::pointer_to(unsigned int const&) [60]
                0.00    0.00      59/59          unsigned int const* std::addressof<unsigned int const>(unsigned int const&) [65]
-----------------------------------------------
                0.00    0.00      59/59          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::~basic_string() [63]
[61]     0.0    0.00    0.00      59         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_dispose() [61]
                0.00    0.00      59/59          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_is_local() const [57]
                0.00    0.00      46/46          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_destroy(unsigned long) [70]
-----------------------------------------------
                0.00    0.00      59/59          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::~basic_string() [63]
[62]     0.0    0.00    0.00      59         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_Alloc_hider::~_Alloc_hider() [62]
                0.00    0.00      59/59          std::allocator<unsigned int>::~allocator() [59]
-----------------------------------------------
                0.00    0.00      59/59          sf::String::~String() [66]
[63]     0.0    0.00    0.00      59         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::~basic_string() [63]
                0.00    0.00      59/59          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_dispose() [61]
                0.00    0.00      59/59          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_Alloc_hider::~_Alloc_hider() [62]
-----------------------------------------------
                0.00    0.00      59/59          unsigned int const* std::addressof<unsigned int const>(unsigned int const&) [65]
[64]     0.0    0.00    0.00      59         unsigned int const* std::__addressof<unsigned int const>(unsigned int const&) [64]
-----------------------------------------------
                0.00    0.00      59/59          std::pointer_traits<unsigned int const*>::pointer_to(unsigned int const&) [60]
[65]     0.0    0.00    0.00      59         unsigned int const* std::addressof<unsigned int const>(unsigned int const&) [65]
                0.00    0.00      59/59          unsigned int const* std::__addressof<unsigned int const>(unsigned int const&) [64]
-----------------------------------------------
                0.00    0.00       1/55          button::button(int, int, int, int, sf::String, sf::String, sf::String) [194]
                0.00    0.00       1/55          knob::knob(int, int, sf::String, int, int) [186]
                0.00    0.00       1/55          label::label(int, int, sf::String, bool) [189]
                0.00    0.00       1/55          label::init(int, int, sf::String, bool) [187]
                0.00    0.00       2/55          slider::slider(int, int, sf::String, int, int) [198]
                0.00    0.00       3/55          lockbutton::lockbutton(int, int, int, int, sf::String, sf::String, sf::String) [181]
                0.00    0.00       6/55          oscilloscope::oscilloscope(int, int, int, int, float*, int, bool, float, sf::Color, sf::Color) [129]
                0.00    0.00       6/55          knob::update() [130]
                0.00    0.00       6/55          slider::update() [151]
                0.00    0.00       9/55          sf::Text::~Text() [29]
                0.00    0.00       9/55          element::~element() [27]
                0.00    0.00      10/55          main [1]
[66]     0.0    0.00    0.00      55         sf::String::~String() [66]
                0.00    0.00      59/59          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::~basic_string() [63]
-----------------------------------------------
                0.00    0.00       9/47          __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >::__normal_iterator<element**>(__gnu_cxx::__normal_iterator<element**, __gnu_cxx::__enable_if<std::__are_same<element**, element**>::__value, std::vector<element*, std::allocator<element*> > >::__type> const&) [118]
                0.00    0.00      10/47          void std::vector<element*, std::allocator<element*> >::_M_realloc_insert<element*&>(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >, element*&) [148]
                0.00    0.00      10/47          __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::difference_type __gnu_cxx::operator-<element**, std::vector<element*, std::allocator<element*> > >(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > > const&, __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > > const&) [143]
                0.00    0.00      18/47          bool __gnu_cxx::operator!=<element**, std::vector<element*, std::allocator<element*> > >(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > > const&, __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > > const&) [120]
[67]     0.0    0.00    0.00      47         __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::base() const [67]
-----------------------------------------------
                0.00    0.00      46/46          std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long) [69]
[68]     0.0    0.00    0.00      46         __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [68]
-----------------------------------------------
                0.00    0.00      46/46          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_destroy(unsigned long) [70]
[69]     0.0    0.00    0.00      46         std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long) [69]
                0.00    0.00      46/46          __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [68]
-----------------------------------------------
                0.00    0.00      46/46          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_dispose() [61]
[70]     0.0    0.00    0.00      46         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_destroy(unsigned long) [70]
                0.00    0.00      46/105         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_data() const [53]
                0.00    0.00      46/46          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_get_allocator() [71]
                0.00    0.00      46/46          std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long) [69]
-----------------------------------------------
                0.00    0.00      46/46          std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_destroy(unsigned long) [70]
[71]     0.0    0.00    0.00      46         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_get_allocator() [71]
-----------------------------------------------
                0.00    0.00       5/35          void std::vector<element*, std::allocator<element*> >::_M_realloc_insert<element*&>(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >, element*&) [148]
                0.00    0.00      10/35          void std::vector<element*, std::allocator<element*> >::emplace_back<element*&>(element*&) [107]
                0.00    0.00      10/35          void std::allocator_traits<std::allocator<element*> >::construct<element*, element*&>(std::allocator<element*>&, element**, element*&) [104]
                0.00    0.00      10/35          void __gnu_cxx::new_allocator<element*>::construct<element*, element*&>(element**, element*&) [100]
[72]     0.0    0.00    0.00      35         element*& std::forward<element*&>(std::remove_reference<element*&>::type&) [72]
-----------------------------------------------
                0.00    0.00      30/30          element** std::__relocate_a<element**, element**, std::allocator<element*> >(element**, element**, element**, std::allocator<element*>&) [111]
[73]     0.0    0.00    0.00      30         element** std::__niter_base<element**>(element**) [73]
-----------------------------------------------
                0.00    0.00       9/27          collection::~collection() [28]
                0.00    0.00       9/27          std::vector<element*, std::allocator<element*> >::erase(__gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >) [123]
                0.00    0.00       9/27          std::vector<element*, std::allocator<element*> >::_M_erase(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >) [124]
[74]     0.0    0.00    0.00      27         __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::operator+(long) const [74]
                0.00    0.00      27/64          __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::__normal_iterator(element** const&) [55]
-----------------------------------------------
                0.00    0.00       5/23          void std::vector<element*, std::allocator<element*> >::_M_realloc_insert<element*&>(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >, element*&) [148]
                0.00    0.00       9/23          collection::~collection() [28]
                0.00    0.00       9/23          std::vector<element*, std::allocator<element*> >::erase(__gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >) [123]
[75]     0.0    0.00    0.00      23         std::vector<element*, std::allocator<element*> >::begin() [75]
                0.00    0.00      23/64          __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::__normal_iterator(element** const&) [55]
-----------------------------------------------
                0.00    0.00      18/18          std::allocator<sf::Vertex>::~allocator() [78]
[76]     0.0    0.00    0.00      18         __gnu_cxx::new_allocator<sf::Vertex>::~new_allocator() [76]
-----------------------------------------------
                0.00    0.00      18/18          __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >::difference_type __gnu_cxx::operator-<element* const*, std::vector<element*, std::allocator<element*> > >(__gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > > const&, __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > > const&) [119]
[77]     0.0    0.00    0.00      18         __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >::base() const [77]
-----------------------------------------------
                0.00    0.00      18/18          std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl::~_Vector_impl() [80]
[78]     0.0    0.00    0.00      18         std::allocator<sf::Vertex>::~allocator() [78]
                0.00    0.00      18/18          __gnu_cxx::new_allocator<sf::Vertex>::~new_allocator() [76]
-----------------------------------------------
                0.00    0.00      18/18          void std::_Destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [85]
[79]     0.0    0.00    0.00      18         void std::_Destroy_aux<true>::__destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [79]
-----------------------------------------------
                0.00    0.00      18/18          std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::~_Vector_base() [83]
[80]     0.0    0.00    0.00      18         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl::~_Vector_impl() [80]
                0.00    0.00      18/18          std::allocator<sf::Vertex>::~allocator() [78]
-----------------------------------------------
                0.00    0.00      18/18          std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::~_Vector_base() [83]
[81]     0.0    0.00    0.00      18         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_deallocate(sf::Vertex*, unsigned long) [81]
                0.00    0.00       8/8           std::allocator_traits<std::allocator<sf::Vertex> >::deallocate(std::allocator<sf::Vertex>&, sf::Vertex*, unsigned long) [126]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector() [84]
[82]     0.0    0.00    0.00      18         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_get_Tp_allocator() [82]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector() [84]
[83]     0.0    0.00    0.00      18         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::~_Vector_base() [83]
                0.00    0.00      18/18          std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl::~_Vector_impl() [80]
                0.00    0.00      18/18          std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_deallocate(sf::Vertex*, unsigned long) [81]
-----------------------------------------------
                0.00    0.00      18/18          sf::VertexArray::~VertexArray() [30]
[84]     0.0    0.00    0.00      18         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector() [84]
                0.00    0.00      18/18          std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_get_Tp_allocator() [82]
                0.00    0.00      18/18          void std::_Destroy<sf::Vertex*, sf::Vertex>(sf::Vertex*, sf::Vertex*, std::allocator<sf::Vertex>&) [86]
                0.00    0.00      18/18          std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::~_Vector_base() [83]
-----------------------------------------------
                0.00    0.00      18/18          void std::_Destroy<sf::Vertex*, sf::Vertex>(sf::Vertex*, sf::Vertex*, std::allocator<sf::Vertex>&) [86]
[85]     0.0    0.00    0.00      18         void std::_Destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [85]
                0.00    0.00      18/18          void std::_Destroy_aux<true>::__destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [79]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector() [84]
[86]     0.0    0.00    0.00      18         void std::_Destroy<sf::Vertex*, sf::Vertex>(sf::Vertex*, sf::Vertex*, std::allocator<sf::Vertex>&) [86]
                0.00    0.00      18/18          void std::_Destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [85]
-----------------------------------------------
                0.00    0.00       5/15          __gnu_cxx::new_allocator<element*>::allocate(unsigned long, void const*) [142]
                0.00    0.00      10/15          std::allocator_traits<std::allocator<element*> >::max_size(std::allocator<element*> const&) [103]
[87]     0.0    0.00    0.00      15         __gnu_cxx::new_allocator<element*>::max_size() const [87]
-----------------------------------------------
                0.00    0.00       5/14          void std::vector<element*, std::allocator<element*> >::emplace_back<element*&>(element*&) [107]
                0.00    0.00       9/14          std::vector<element*, std::allocator<element*> >::_M_erase(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >) [124]
[88]     0.0    0.00    0.00      14         std::vector<element*, std::allocator<element*> >::end() [88]
                0.00    0.00      14/64          __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::__normal_iterator(element** const&) [55]
-----------------------------------------------
                0.00    0.00       1/13          button::button(int, int, int, int, sf::String, sf::String, sf::String) [194]
                0.00    0.00       1/13          slider::slider(int, int, sf::String, int, int) [198]
                0.00    0.00       1/13          element::initOverlay(int, int) [199]
                0.00    0.00      10/13          element::initImage(int, int) [93]
[89]     0.0    0.00    0.00      13         sf::Rect<int>::Rect() [89]
-----------------------------------------------
                0.00    0.00       1/11          setOscScale(int, float) [168]
                0.00    0.00      10/11          main [1]
[90]     0.0    0.00    0.00      11         collection::getPtrbyID(int) [90]
                0.00    0.00      11/11          collection::find(int) [92]
                0.00    0.00      11/11          collection::getPtrbyIDX(int) [91]
-----------------------------------------------
                0.00    0.00      11/11          collection::getPtrbyID(int) [90]
[91]     0.0    0.00    0.00      11         collection::getPtrbyIDX(int) [91]
